age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
46;management;married;secondary;no;11340;yes;no;cellular;1;jun;900;5;-1;2;unknown;no
25;management;divorced;tertiary;no;8934;yes;no;cellular;25;may;591;11;-1;1;unknown;no
22;services;single;primary;no;2625;no;no;telephone;17;jan;1491;13;-1;8;unknown;yes
46;technician;married;tertiary;no;6292;yes;no;cellular;19;feb;2963;2;63;2;other;no
64;blue-collar;married;secondary;no;7505;yes;no;unknown;13;feb;644;6;-1;7;unknown;no
85;blue-collar;single;secondary;no;1448;no;no;unknown;23;jul;194;7;-1;5;unknown;no
93;blue-collar;married;secondary;no;12678;no;no;cellular;15;dec;1437;24;-1;0;unknown;no
62;retired;married;secondary;yes;4047;no;yes;unknown;29;jul;1909;29;-1;5;unknown;no
19;blue-collar;single;secondary;no;-786;no;no;cellular;24;jun;0;4;-1;7;unknown;no
44;entrepreneur;married;tertiary;no;7558;no;no;cellular;12;aug;367;9;-1;9;unknown;no
53;admin.;married;tertiary;no;5875;yes;yes;unknown;21;apr;1946;18;306;2;unknown;no
53;entrepreneur;married;primary;no;11919;yes;no;unknown;17;sep;2678;14;-1;6;unknown;yes
43;technician;married;primary;no;13225;yes;no;cellular;3;aug;2423;24;-1;5;unknown;yes
60;blue-collar;single;tertiary;no;9815;yes;no;cellular;7;mar;289;6;337;0;unknown;no
44;services;married;secondary;no;3479;no;no;cellular;2;mar;2910;20;-1;1;unknown;yes
86;retired;single;secondary;no;-1828;yes;no;cellular;2;dec;799;2;293;4;unknown;yes
37;technician;married;secondary;no;14044;yes;no;cellular;25;dec;2675;4;356;6;failure;no
28;blue-collar;married;secondary;no;4263;yes;no;cellular;6;sep;234;15;-1;3;unknown;no
91;unknown;married;secondary;no;9621;yes;no;cellular;4;sep;1253;3;-1;5;unknown;yes
55;retired;single;tertiary;no;7601;no;no;unknown;16;nov;1453;29;-1;1;failure;no
23;unknown;divorced;secondary;no;5056;no;no;cellular;15;may;195;4;275;4;unknown;no
89;technician;married;primary;no;12245;no;no;cellular;10;oct;1490;4;-1;9;unknown;no
40;blue-collar;married;tertiary;no;13678;yes;no;unknown;14;jan;2488;15;-1;2;unknown;no
64;admin.;married;secondary;no;-1740;no;no;cellular;9;mar;789;11;-1;0;unknown;no
63;blue-collar;single;secondary;no;-648;no;no;unknown;15;nov;2204;23;-1;5;unknown;no
29;management;married;secondary;no;3243;yes;yes;cellular;7;may;353;17;-1;8;unknown;no
30;blue-collar;single;primary;no;7691;no;no;cellular;7;apr;812;15;179;9;unknown;yes
79;blue-collar;married;secondary;no;10565;no;yes;cellular;8;apr;1708;25;60;7;unknown;no
77;management;married;primary;no;14915;no;no;cellular;19;jan;834;21;-1;3;unknown;no
60;admin.;married;secondary;no;-1834;no;no;cellular;18;jun;2580;3;-1;7;unknown;no
93;blue-collar;married;primary;no;10523;no;no;cellular;17;dec;1531;23;-1;4;unknown;yes
85;management;single;secondary;no;-746;yes;no;cellular;18;oct;404;23;-1;2;unknown;no
22;admin.;single;tertiary;no;2286;no;yes;cellular;19;nov;2747;24;-1;3;failure;no
54;management;married;secondary;no;6009;no;no;cellular;21;apr;2844;10;348;6;unknown;yes
89;management;married;tertiary;no;2007;no;no;unknown;8;jan;2336;4;122;4;failure;no
48;management;married;tertiary;no;12992;no;no;unknown;13;oct;1725;13;-1;3;unknown;no
26;technician;single;secondary;no;5758;yes;no;unknown;27;jun;89;25;-1;2;unknown;no
68;management;married;secondary;no;7723;yes;no;telephone;11;may;1405;2;-1;2;unknown;no
46;management;married;secondary;no;12590;yes;no;cellular;29;may;966;6;-1;9;unknown;no
57;management;married;tertiary;no;13638;no;yes;cellular;19;feb;1324;19;-1;5;unknown;no
58;technician;married;primary;no;10234;yes;no;unknown;7;jan;1465;24;-1;7;success;yes
28;technician;married;secondary;no;12011;yes;no;cellular;27;jul;2632;8;-1;3;unknown;no
40;technician;married;secondary;no;5889;no;no;cellular;27;may;1617;6;-1;0;unknown;yes
18;services;married;tertiary;no;10016;no;no;cellular;5;mar;1408;20;-1;3;unknown;yes
63;blue-collar;single;tertiary;no;13415;no;no;cellular;5;jun;1525;14;-1;4;unknown;no
38;blue-collar;married;secondary;no;2744;no;no;cellular;30;mar;1272;8;-1;7;unknown;no
53;admin.;married;primary;no;7796;no;yes;unknown;8;jun;1695;6;-1;6;failure;no
71;technician;single;tertiary;no;9965;no;no;unknown;10;jun;752;12;-1;1;unknown;yes
74;services;married;primary;no;2287;no;no;cellular;5;sep;715;9;-1;8;unknown;no
18;services;single;primary;no;-998;yes;no;cellular;26;aug;1949;7;-1;2;unknown;yes
80;blue-collar;married;secondary;no;11589;yes;no;cellular;15;jan;2875;25;-1;8;unknown;no
71;technician;married;tertiary;no;10922;no;yes;cellular;23;jul;2441;13;-1;0;unknown;no
72;blue-collar;married;tertiary;no;-1916;no;yes;unknown;16;nov;1172;16;-1;8;unknown;no
57;admin.;married;tertiary;no;11015;no;yes;cellular;29;sep;474;8;-1;6;failure;no
32;management;single;primary;no;13373;yes;no;unknown;28;feb;2821;14;104;1;unknown;no
38;management;married;secondary;no;3156;yes;yes;cellular;10;sep;1651;16;-1;9;unknown;no
64;management;married;secondary;no;5194;yes;no;cellular;24;jun;2489;20;-1;6;unknown;no
90;technician;married;tertiary;no;3783;yes;no;telephone;8;mar;2055;28;-1;0;unknown;no
70;admin.;married;secondary;no;3695;yes;no;unknown;19;aug;2117;6;99;2;unknown;no
26;management;married;primary;no;10357;yes;no;telephone;4;jul;702;23;-1;6;unknown;yes
91;management;married;tertiary;no;14537;yes;no;unknown;14;dec;2087;4;-1;2;failure;no
69;blue-collar;married;secondary;no;7653;no;no;unknown;29;aug;2901;4;-1;1;unknown;no
74;technician;single;secondary;no;19;no;no;unknown;8;aug;276;26;-1;4;unknown;no
43;student;married;tertiary;no;14155;no;no;unknown;21;jul;1311;3;-1;2;unknown;no
58;services;single;secondary;no;-1430;no;no;cellular;14;jan;182;10;-1;8;unknown;no
52;technician;single;secondary;no;5922;yes;yes;cellular;12;oct;938;6;-1;6;unknown;yes
80;services;married;secondary;no;14200;no;no;cellular;1;oct;2569;27;-1;0;unknown;no
42;blue-collar;single;secondary;no;9769;yes;no;cellular;23;oct;2736;18;-1;0;unknown;no
92;services;single;primary;yes;4153;yes;yes;unknown;19;aug;1622;13;-1;5;unknown;yes
55;blue-collar;married;tertiary;no;8301;no;no;cellular;18;may;83;11;-1;3;unknown;no
19;blue-collar;divorced;secondary;no;3507;yes;no;cellular;12;feb;85;4;-1;0;unknown;no
24;admin.;married;tertiary;no;2869;no;no;unknown;10;feb;1742;8;-1;8;unknown;yes
51;services;married;secondary;no;13591;yes;no;cellular;21;feb;1310;3;-1;1;unknown;no
34;services;single;secondary;no;1655;no;yes;cellular;1;sep;2591;12;174;0;unknown;no
60;blue-collar;married;secondary;no;14347;no;no;cellular;14;may;940;13;-1;2;unknown;no
76;services;married;tertiary;no;492;yes;no;unknown;9;mar;1036;24;97;9;unknown;no
68;technician;married;secondary;no;10304;yes;no;cellular;26;jun;1400;23;321;0;unknown;no
71;admin.;single;tertiary;no;4512;no;no;unknown;30;sep;724;23;-1;3;unknown;no
41;blue-collar;single;tertiary;no;13243;yes;no;cellular;15;nov;1653;11;127;3;unknown;no
42;student;married;tertiary;no;6774;yes;yes;unknown;21;sep;617;9;-1;5;unknown;yes
88;blue-collar;divorced;tertiary;no;2350;no;no;cellular;22;sep;2062;4;-1;2;failure;yes
69;retired;married;primary;no;8882;no;no;cellular;23;nov;724;11;28;8;unknown;yes
87;admin.;married;tertiary;no;2656;no;no;cellular;14;oct;187;8;-1;5;unknown;no
50;management;single;tertiary;no;6511;yes;no;cellular;9;nov;2281;18;-1;6;unknown;no
66;services;single;unknown;no;14415;yes;no;cellular;11;apr;1908;3;-1;5;unknown;no
46;services;married;primary;no;-1286;yes;no;cellular;5;may;1799;4;-1;8;unknown;no
80;technician;married;secondary;no;13089;yes;no;cellular;12;dec;734;25;-1;1;unknown;no
39;technician;single;secondary;no;7231;yes;no;unknown;16;jan;2505;17;-1;7;unknown;no
43;technician;divorced;secondary;no;14792;yes;no;cellular;20;nov;2772;16;-1;4;unknown;no
45;services;single;tertiary;no;13163;no;yes;unknown;28;oct;2192;7;363;1;unknown;yes
66;admin.;married;unknown;no;14008;no;no;unknown;3;jun;516;2;-1;6;failure;no
88;management;divorced;secondary;no;5346;no;no;cellular;5;feb;2580;5;-1;4;unknown;yes
66;admin.;divorced;tertiary;no;6038;no;no;cellular;30;jul;2939;1;-1;7;unknown;no
37;technician;married;primary;no;6898;yes;yes;cellular;26;apr;1138;22;-1;9;unknown;no
80;entrepreneur;single;primary;no;10031;yes;no;unknown;26;apr;203;13;-1;5;failure;no
78;management;single;secondary;no;9215;no;no;unknown;29;sep;1947;12;-1;6;unknown;yes
66;blue-collar;divorced;secondary;no;9851;no;yes;cellular;19;jan;1345;19;-1;0;unknown;yes
88;technician;single;tertiary;no;-1218;no;no;cellular;5;jun;360;29;203;1;unknown;no
18;technician;single;secondary;no;3300;yes;yes;cellular;24;feb;1149;22;-1;8;unknown;no
30;management;single;secondary;no;-822;no;no;unknown;18;jun;1143;8;-1;6;other;no
68;technician;married;secondary;no;406;yes;no;unknown;29;jul;213;8;-1;6;unknown;no
73;blue-collar;single;secondary;no;11546;yes;yes;unknown;4;mar;1848;12;304;3;unknown;yes
79;management;single;tertiary;no;10452;yes;no;telephone;24;apr;641;4;-1;3;unknown;no
49;technician;divorced;secondary;no;724;no;no;cellular;15;feb;605;7;-1;2;failure;no
47;entrepreneur;married;secondary;no;535;yes;no;unknown;30;jul;365;28;-1;9;unknown;no
46;unemployed;married;tertiary;no;8140;no;no;unknown;5;sep;1228;16;190;3;unknown;yes
66;blue-collar;married;secondary;no;-799;yes;no;cellular;8;may;898;22;-1;9;unknown;no
62;admin.;single;tertiary;no;8011;yes;yes;cellular;16;nov;186;18;57;5;failure;no
47;technician;single;primary;no;889;no;no;cellular;22;may;2771;6;-1;2;unknown;no
33;admin.;married;secondary;no;8551;yes;no;unknown;1;sep;2750;18;29;9;unknown;yes
57;unknown;married;tertiary;no;10664;no;no;cellular;5;aug;1284;29;-1;7;unknown;no
36;unemployed;married;tertiary;no;13704;yes;no;cellular;26;jan;2881;4;-1;0;failure;no
35;blue-collar;married;secondary;no;2320;no;no;cellular;18;feb;89;21;-1;5;unknown;no
18;management;single;secondary;no;1088;yes;yes;cellular;16;jul;2804;9;-1;1;unknown;no
64;blue-collar;married;tertiary;no;6688;yes;yes;cellular;23;mar;988;13;-1;0;unknown;yes
83;management;married;secondary;no;8208;no;no;cellular;30;jun;2961;19;349;3;failure;no
55;admin.;married;primary;no;6664;yes;no;unknown;10;jan;2440;12;107;5;unknown;no
68;blue-collar;married;secondary;no;8080;yes;yes;cellular;4;aug;1173;16;-1;6;unknown;no
80;housemaid;single;primary;no;5925;no;no;telephone;18;feb;2459;5;-1;0;unknown;no
21;management;married;secondary;no;-840;yes;no;telephone;17;jan;1467;2;158;2;unknown;yes
18;unknown;divorced;tertiary;no;8714;yes;no;cellular;21;feb;292;3;-1;5;unknown;no
25;technician;married;primary;no;2312;no;no;cellular;27;aug;1489;13;349;5;unknown;yes
46;services;married;tertiary;no;6387;no;no;cellular;26;oct;630;21;84;9;unknown;yes
72;management;married;secondary;no;447;yes;no;cellular;13;may;169;7;-1;5;unknown;no
20;technician;single;secondary;no;2309;no;no;unknown;8;dec;1333;13;-1;6;unknown;no
49;entrepreneur;married;tertiary;no;8580;no;no;unknown;8;sep;1449;16;-1;6;unknown;no
27;services;divorced;secondary;no;6310;yes;no;cellular;12;dec;889;22;334;9;unknown;no
91;unknown;single;primary;no;1496;yes;no;unknown;29;mar;1090;14;287;7;unknown;no
51;blue-collar;married;primary;no;-284;yes;no;unknown;26;aug;2103;18;-1;1;failure;no
72;services;single;tertiary;no;13732;no;no;unknown;18;apr;2615;13;-1;9;unknown;no
49;technician;divorced;secondary;no;-328;yes;no;cellular;6;jul;150;14;-1;0;unknown;no
67;technician;married;primary;no;7394;no;no;unknown;7;oct;2365;9;384;9;failure;no
24;services;married;unknown;no;-545;no;no;cellular;26;oct;1338;8;-1;6;unknown;no
25;blue-collar;single;unknown;no;12031;yes;yes;unknown;17;aug;983;25;-1;0;unknown;yes
82;entrepreneur;married;secondary;no;11232;yes;no;cellular;5;mar;1819;25;215;1;unknown;no
74;admin.;divorced;primary;no;14340;no;no;telephone;22;mar;976;5;346;0;unknown;no
84;student;married;tertiary;no;5026;yes;no;cellular;23;jan;2053;27;-1;0;unknown;yes
76;admin.;married;tertiary;no;13438;yes;no;unknown;27;aug;188;23;-1;2;unknown;no
89;technician;divorced;primary;no;1978;no;no;unknown;25;feb;2364;7;-1;3;unknown;yes
71;blue-collar;single;primary;no;471;yes;no;cellular;19;jul;2778;16;-1;4;failure;no
84;blue-collar;married;tertiary;no;6309;yes;no;cellular;8;nov;1628;10;-1;4;unknown;yes
68;management;divorced;tertiary;no;-1633;yes;no;unknown;26;jul;2571;25;-1;1;unknown;yes
25;services;married;tertiary;no;11417;yes;yes;cellular;19;jul;1186;25;59;2;other;yes
51;blue-collar;married;secondary;no;1374;yes;no;cellular;27;apr;2564;22;359;7;failure;no
52;management;divorced;secondary;no;4773;no;no;unknown;25;jul;714;3;236;1;failure;no
49;management;married;secondary;no;12205;no;no;unknown;8;oct;1347;24;-1;3;unknown;no
63;blue-collar;married;secondary;no;1812;yes;no;cellular;25;nov;1216;17;-1;6;unknown;no
33;blue-collar;married;secondary;no;12351;yes;no;cellular;21;aug;1388;10;-1;8;unknown;no
85;technician;single;secondary;no;-1100;yes;no;unknown;27;sep;2625;11;-1;2;failure;yes
54;management;married;secondary;no;14576;yes;yes;unknown;25;jul;666;20;-1;2;unknown;yes
71;admin.;married;secondary;yes;770;yes;no;cellular;29;jun;587;10;-1;6;unknown;yes
31;technician;single;tertiary;no;9540;yes;no;cellular;19;may;772;18;-1;7;unknown;no
72;unknown;married;tertiary;no;3180;no;no;cellular;7;oct;853;21;-1;3;unknown;no
65;retired;single;tertiary;no;13308;yes;no;unknown;3;oct;1164;28;-1;0;unknown;yes
24;management;divorced;tertiary;no;4679;yes;no;cellular;6;jul;2383;28;-1;4;unknown;no
91;technician;married;secondary;yes;1606;yes;no;cellular;8;oct;857;23;-1;3;unknown;no
24;unemployed;married;secondary;no;12678;yes;no;cellular;18;feb;498;27;-1;7;unknown;no
50;student;married;secondary;no;-1743;no;no;cellular;15;may;648;1;-1;6;failure;no
40;management;single;primary;no;12388;yes;no;telephone;24;aug;2223;4;-1;1;unknown;no
36;retired;single;tertiary;no;8510;no;no;cellular;17;jun;799;3;-1;5;unknown;no
36;services;married;primary;no;425;yes;yes;cellular;4;jun;850;20;-1;3;unknown;no
53;blue-collar;married;secondary;no;13011;no;no;cellular;7;jan;1059;6;-1;6;unknown;no
46;management;married;secondary;no;-1603;no;yes;cellular;30;feb;987;26;-1;8;unknown;no
77;technician;married;secondary;no;9106;yes;no;unknown;17;mar;2190;6;-1;6;unknown;yes
19;self-employed;married;secondary;no;14944;yes;no;cellular;22;jul;648;28;-1;1;unknown;yes
18;management;single;secondary;no;6381;no;no;unknown;26;dec;527;17;-1;7;failure;yes
64;services;married;secondary;no;6396;yes;no;cellular;6;oct;1785;19;-1;5;other;yes
86;blue-collar;single;secondary;no;9207;no;no;cellular;30;jun;1527;17;-1;8;unknown;yes
37;management;married;tertiary;no;1371;yes;no;cellular;13;may;2053;29;-1;6;unknown;no
28;technician;married;secondary;no;1041;yes;no;unknown;7;sep;583;17;-1;4;failure;no
19;blue-collar;married;secondary;no;4844;yes;no;cellular;9;oct;2720;17;-1;7;unknown;yes
84;blue-collar;single;secondary;no;7897;no;yes;telephone;23;jul;223;3;-1;6;unknown;yes
29;unemployed;married;primary;no;1456;yes;no;cellular;19;sep;1901;14;214;0;unknown;no
37;blue-collar;married;secondary;no;8876;yes;no;cellular;20;nov;2403;2;82;4;unknown;no
22;blue-collar;married;secondary;no;2406;no;no;cellular;13;nov;2985;28;-1;6;unknown;no
54;unemployed;single;tertiary;no;11165;yes;no;unknown;15;mar;1850;4;-1;9;unknown;no
55;services;married;tertiary;no;9791;yes;no;cellular;17;nov;1007;23;-1;6;unknown;yes
26;services;married;primary;no;11144;yes;no;telephone;5;aug;1059;27;-1;2;unknown;yes
70;technician;single;secondary;no;5649;no;no;unknown;23;dec;545;27;-1;4;unknown;yes
61;blue-collar;single;primary;no;1877;no;no;cellular;19;sep;1921;18;-1;7;unknown;yes
41;services;married;primary;no;3651;yes;no;cellular;6;feb;524;2;-1;8;unknown;no
91;management;single;secondary;no;10818;yes;no;cellular;12;apr;1737;29;-1;8;unknown;yes
47;technician;married;secondary;no;2112;no;yes;cellular;15;feb;1080;28;-1;9;unknown;yes
76;management;single;tertiary;no;2565;no;no;cellular;15;jul;2021;12;-1;4;unknown;no
31;retired;single;tertiary;no;2977;yes;yes;cellular;3;apr;1466;15;-1;1;unknown;yes
26;management;married;tertiary;no;6775;yes;no;unknown;4;dec;1338;13;-1;7;unknown;no
57;management;single;tertiary;yes;8188;yes;no;telephone;5;jun;2158;11;-1;6;unknown;no
83;student;married;primary;no;-1159;no;no;unknown;6;aug;1330;7;-1;3;unknown;no
42;retired;married;secondary;no;8567;no;no;cellular;6;jun;770;28;-1;4;other;yes
90;self-employed;single;secondary;no;2038;yes;no;cellular;17;apr;1690;9;5;9;unknown;yes
39;management;divorced;secondary;no;-196;yes;no;cellular;28;jun;1741;27;-1;9;unknown;no
21;management;married;secondary;no;6921;yes;no;cellular;8;jan;309;15;-1;1;unknown;no
43;services;married;primary;no;2349;yes;no;cellular;19;jun;93;3;-1;8;success;yes
75;technician;married;secondary;no;7655;yes;yes;cellular;20;nov;2849;10;-1;5;other;yes
46;services;divorced;tertiary;no;12906;no;no;unknown;24;oct;2607;8;292;8;unknown;no
54;technician;single;tertiary;no;12879;yes;no;unknown;21;nov;1078;6;-1;7;unknown;yes
92;technician;single;secondary;no;2946;no;no;cellular;22;aug;16;29;-1;0;unknown;no
87;management;married;secondary;no;8359;yes;no;unknown;13;apr;1358;14;-1;8;unknown;no
35;services;single;secondary;no;4657;no;no;unknown;29;sep;2684;6;-1;8;unknown;no
59;technician;single;tertiary;no;13989;yes;no;cellular;15;jun;2796;19;-1;3;other;no
58;retired;single;primary;no;11266;yes;no;cellular;17;jun;1596;26;-1;0;unknown;yes
55;technician;married;tertiary;no;4240;no;no;unknown;24;apr;1980;9;-1;3;failure;no
51;services;married;secondary;no;7585;yes;no;telephone;21;aug;555;9;-1;5;unknown;no
34;management;married;secondary;no;13776;no;no;unknown;17;may;1350;20;-1;3;unknown;no
54;blue-collar;single;primary;no;14640;no;no;cellular;23;dec;1151;16;-1;8;failure;no
42;management;married;primary;no;-1873;yes;no;cellular;2;jan;258;13;-1;3;failure;no
93;unemployed;single;secondary;no;7574;yes;no;cellular;28;jul;2760;13;-1;9;unknown;yes
44;self-employed;married;tertiary;no;9920;no;yes;unknown;22;aug;834;26;-1;7;unknown;no
74;management;single;secondary;no;12392;no;no;cellular;30;jun;1647;12;-1;1;failure;no
48;technician;married;secondary;no;12917;no;no;cellular;3;jul;866;22;-1;6;unknown;no
23;retired;married;tertiary;no;205;yes;no;cellular;22;dec;903;21;-1;7;unknown;no
57;management;married;secondary;no;6513;no;no;cellular;9;jul;2457;20;-1;5;unknown;no
29;student;married;primary;no;8548;no;no;cellular;6;apr;887;2;113;9;failure;no
70;services;married;secondary;no;2379;no;no;cellular;1;apr;142;4;-1;5;failure;no
88;blue-collar;single;tertiary;no;6067;no;no;cellular;22;dec;1924;7;-1;7;unknown;no
27;management;married;secondary;no;9305;yes;no;cellular;19;jan;2444;19;-1;2;unknown;no
62;management;married;secondary;no;10148;yes;no;cellular;4;feb;1382;3;-1;1;unknown;no
34;management;married;tertiary;no;10901;no;no;cellular;13;mar;2786;11;-1;8;other;no
43;management;married;tertiary;no;8888;no;no;cellular;20;may;2695;19;-1;7;unknown;no
79;management;married;primary;no;7708;yes;no;cellular;25;oct;2849;25;74;9;unknown;no
63;blue-collar;married;tertiary;no;9485;no;no;unknown;8;sep;2759;14;-1;4;unknown;no
81;management;married;primary;no;12117;no;no;cellular;23;may;1114;17;-1;4;unknown;no
19;admin.;married;secondary;no;12220;no;no;cellular;5;jun;1721;5;-1;5;unknown;yes
71;management;single;secondary;no;14221;no;no;cellular;10;jul;18;25;-1;5;unknown;no
82;technician;married;tertiary;no;5081;no;no;cellular;27;apr;1402;14;-1;1;unknown;no
68;services;married;secondary;no;371;no;no;cellular;20;aug;644;7;-1;6;unknown;no
70;housemaid;married;tertiary;no;3016;no;no;cellular;29;nov;2831;12;-1;2;unknown;no
53;admin.;divorced;secondary;no;4302;yes;no;unknown;19;jun;2416;28;-1;7;unknown;yes
43;blue-collar;single;secondary;no;4382;yes;no;unknown;12;nov;1704;17;-1;8;unknown;yes
46;management;single;secondary;no;10607;yes;no;cellular;1;jan;457;20;-1;2;unknown;no
38;blue-collar;married;tertiary;no;9452;yes;no;cellular;9;jun;2066;22;-1;5;unknown;no
28;management;single;tertiary;no;13865;yes;no;unknown;24;feb;1276;21;20;7;unknown;yes
57;blue-collar;married;secondary;no;-983;no;no;cellular;16;apr;1216;18;-1;5;unknown;no
28;technician;married;tertiary;no;1047;no;no;cellular;17;nov;1680;1;-1;9;unknown;yes
53;management;single;secondary;no;11492;yes;no;telephone;18;apr;678;11;-1;2;unknown;no
76;blue-collar;married;secondary;no;8260;no;no;cellular;14;oct;1608;4;-1;3;unknown;yes
56;technician;divorced;tertiary;no;11894;yes;no;telephone;17;oct;2692;12;-1;8;unknown;no
71;entrepreneur;married;primary;no;9857;yes;no;cellular;1;may;1096;26;325;0;unknown;no
72;blue-collar;divorced;tertiary;no;2250;no;no;cellular;30;oct;626;5;-1;3;unknown;yes
41;management;single;secondary;no;5391;yes;no;unknown;25;dec;1290;15;-1;9;other;no
39;retired;married;secondary;no;446;no;yes;cellular;21;feb;621;20;-1;0;failure;yes
86;services;married;tertiary;no;8711;yes;no;cellular;15;jun;1191;3;-1;7;unknown;no
73;blue-collar;married;tertiary;no;10119;yes;no;cellular;19;nov;727;26;-1;6;unknown;yes
50;management;divorced;primary;no;1687;no;yes;cellular;2;mar;2144;15;-1;6;unknown;no
53;blue-collar;married;primary;no;14367;yes;no;cellular;28;sep;899;8;-1;1;unknown;yes
37;admin.;single;tertiary;no;5864;no;no;cellular;30;jun;1615;28;85;9;unknown;yes
79;technician;divorced;primary;no;4127;yes;no;unknown;24;mar;2776;22;299;5;unknown;no
90;services;married;tertiary;no;14936;yes;no;unknown;24;mar;697;11;311;7;unknown;no
43;blue-collar;married;tertiary;no;11834;no;no;cellular;14;may;1984;12;-1;7;unknown;no
83;retired;single;secondary;no;6921;no;no;unknown;22;jun;2930;3;-1;4;unknown;no
90;blue-collar;married;secondary;no;3108;yes;yes;cellular;2;apr;1602;6;-1;7;unknown;no
90;technician;married;secondary;no;2266;yes;no;cellular;27;dec;95;26;-1;1;unknown;no
57;blue-collar;married;secondary;no;2945;no;no;cellular;15;may;2489;8;-1;3;unknown;no
34;admin.;married;tertiary;no;6985;yes;no;telephone;1;mar;2498;7;297;9;unknown;no
18;management;single;unknown;no;6366;yes;no;cellular;22;oct;1926;29;-1;1;unknown;yes
78;retired;married;secondary;no;551;no;no;cellular;1;apr;2281;17;-1;4;unknown;no
60;management;divorced;secondary;no;1848;no;yes;unknown;12;aug;1698;16;-1;2;unknown;no
59;admin.;married;secondary;no;1456;yes;no;cellular;22;aug;1180;22;-1;5;unknown;yes
42;blue-collar;single;secondary;no;10031;yes;no;cellular;15;jan;2023;17;-1;6;unknown;no
56;management;married;tertiary;no;6119;no;no;cellular;26;apr;792;13;-1;5;unknown;no
52;blue-collar;married;tertiary;no;8162;no;no;cellular;18;feb;2075;4;-1;1;unknown;no
20;technician;married;primary;no;-340;no;no;cellular;15;apr;922;10;121;1;unknown;yes
61;admin.;single;tertiary;no;11208;yes;no;cellular;7;may;1481;16;14;3;unknown;no
68;management;divorced;secondary;no;8716;yes;yes;cellular;12;jan;2891;19;64;6;unknown;no
29;services;married;tertiary;no;11009;yes;no;cellular;10;dec;741;7;-1;7;failure;yes
36;blue-collar;married;tertiary;no;9727;yes;no;cellular;2;may;903;18;-1;4;failure;no
61;retired;married;secondary;no;11921;yes;no;unknown;2;jul;2033;13;-1;9;unknown;no
76;technician;married;secondary;no;11021;yes;no;cellular;6;may;1445;28;386;0;unknown;no
66;blue-collar;single;secondary;no;9233;no;no;unknown;20;jul;374;4;-1;8;unknown;no
78;technician;single;primary;no;10600;no;yes;telephone;6;sep;2909;21;-1;7;unknown;yes
34;management;married;tertiary;no;8501;yes;no;cellular;28;aug;1672;18;-1;0;unknown;no
91;blue-collar;divorced;primary;no;6422;no;no;cellular;24;jan;623;16;58;8;unknown;no
74;management;married;secondary;no;13739;no;yes;cellular;27;oct;2346;25;-1;4;unknown;no
72;blue-collar;single;primary;no;8885;yes;no;telephone;10;oct;1048;18;-1;7;other;no
64;services;married;tertiary;no;5476;yes;yes;cellular;3;feb;605;16;-1;9;unknown;no
29;technician;married;secondary;no;5931;no;yes;cellular;16;jun;2113;22;-1;9;unknown;no
79;technician;married;tertiary;no;11699;yes;no;cellular;5;may;2576;28;-1;1;other;no
25;unknown;married;tertiary;no;804;yes;yes;cellular;5;jan;1644;24;397;6;failure;no
38;technician;single;tertiary;no;14136;yes;no;cellular;10;feb;1414;28;-1;8;success;yes
87;retired;single;primary;no;3575;yes;no;unknown;25;mar;277;23;-1;6;unknown;yes
89;entrepreneur;married;secondary;no;9775;no;no;cellular;23;oct;2057;22;-1;8;unknown;yes
42;management;single;secondary;no;8681;no;yes;cellular;13;may;1164;24;-1;3;unknown;no
29;admin.;married;primary;no;12918;yes;no;unknown;25;jul;27;21;-1;4;unknown;no
32;services;single;secondary;no;11106;no;no;unknown;24;jun;1210;26;-1;6;unknown;yes
76;management;married;secondary;no;-1393;no;no;cellular;3;mar;2440;9;-1;0;unknown;no
43;admin.;married;primary;no;2618;no;no;cellular;18;jun;2767;2;-1;1;unknown;no
43;admin.;married;secondary;no;12089;yes;no;cellular;19;apr;848;6;-1;1;unknown;yes
64;management;married;primary;no;13568;no;no;cellular;6;mar;260;28;-1;9;unknown;yes
49;retired;single;secondary;no;2257;yes;no;cellular;27;apr;37;26;-1;8;unknown;no
27;management;married;secondary;no;13931;yes;no;cellular;28;nov;1089;28;-1;2;failure;yes
33;retired;married;secondary;no;13794;yes;no;cellular;26;aug;1498;28;-1;8;unknown;no
88;management;married;tertiary;no;8223;yes;no;unknown;20;jan;466;27;-1;0;unknown;no
34;services;single;secondary;no;14585;yes;yes;cellular;27;mar;2111;23;-1;2;unknown;yes
40;blue-collar;single;secondary;no;-636;yes;no;cellular;1;oct;2794;25;-1;9;unknown;no
43;blue-collar;married;secondary;no;-1249;no;no;unknown;10;dec;1203;21;-1;1;unknown;no
24;retired;married;secondary;no;11237;yes;no;telephone;10;aug;2725;6;-1;1;unknown;no
31;management;single;primary;no;12708;no;no;cellular;29;dec;2892;25;-1;0;unknown;no
24;admin.;married;primary;no;5545;no;no;cellular;25;oct;2012;26;382;5;unknown;no
26;management;married;tertiary;no;3344;yes;no;unknown;22;sep;1810;6;-1;4;unknown;yes
65;admin.;married;tertiary;yes;-795;yes;no;cellular;1;mar;2146;14;-1;4;unknown;yes
89;management;married;tertiary;no;7512;no;no;telephone;19;sep;303;11;-1;8;unknown;no
76;management;married;unknown;no;1887;yes;no;unknown;11;oct;1096;28;-1;5;unknown;no
56;retired;single;tertiary;no;-670;no;no;cellular;27;nov;946;17;-1;8;success;yes
